injury_code,injury_name,model_type,feature,coefficient,abs_coefficient
4,Genotoxin,fs_model,Nuclei_Intensity_MassDisplacement_AGP,0.0,0.0
4,Genotoxin,fs_model,Nuclei_Texture_InfoMeas2_DNA_20_0,0.0,0.0
4,Genotoxin,fs_model,Nuclei_Intensity_MADIntensity_DNA,0.0,0.0
4,Genotoxin,fs_model,Nuclei_Intensity_IntegratedIntensityEdge_RNA,0.0,0.0
4,Genotoxin,fs_model,Nuclei_Intensity_IntegratedIntensityEdge_Mito,0.0,0.0
4,Genotoxin,fs_model,Nuclei_RadialDistribution_FracAtD_Mito_3of4,0.0,0.0
4,Genotoxin,fs_model,Nuclei_RadialDistribution_FracAtD_RNA_3of4,0.0,0.0
4,Genotoxin,fs_model,Nuclei_RadialDistribution_MeanFrac_AGP_1of4,0.0,0.0
4,Genotoxin,fs_model,Nuclei_RadialDistribution_MeanFrac_AGP_3of4,0.0,0.0
4,Genotoxin,fs_model,Nuclei_RadialDistribution_RadialCV_Mito_4of4,0.0,0.0
4,Genotoxin,fs_model,Nuclei_RadialDistribution_RadialCV_Mito_3of4,0.0,0.0
4,Genotoxin,fs_model,Nuclei_RadialDistribution_RadialCV_Mito_2of4,0.0,0.0
4,Genotoxin,fs_model,Nuclei_RadialDistribution_RadialCV_Mito_1of4,0.0,0.0
4,Genotoxin,fs_model,Nuclei_RadialDistribution_RadialCV_ER_4of4,0.0,0.0
4,Genotoxin,fs_model,Nuclei_RadialDistribution_RadialCV_ER_3of4,0.0,0.0
4,Genotoxin,fs_model,Nuclei_RadialDistribution_RadialCV_ER_2of4,0.0,0.0
4,Genotoxin,fs_model,Nuclei_RadialDistribution_RadialCV_ER_1of4,0.0,0.0
4,Genotoxin,fs_model,Nuclei_RadialDistribution_RadialCV_DNA_4of4,0.0,0.0
4,Genotoxin,fs_model,Nuclei_RadialDistribution_RadialCV_DNA_2of4,0.0,0.0
4,Genotoxin,fs_model,Nuclei_RadialDistribution_RadialCV_DNA_1of4,0.0,0.0
4,Genotoxin,fs_model,Nuclei_RadialDistribution_RadialCV_AGP_2of4,0.0,0.0
4,Genotoxin,fs_model,Nuclei_RadialDistribution_RadialCV_AGP_1of4,0.0,0.0
4,Genotoxin,fs_model,Nuclei_RadialDistribution_MeanFrac_Mito_1of4,0.0,0.0
4,Genotoxin,fs_model,Nuclei_RadialDistribution_MeanFrac_DNA_3of4,0.0,0.0
4,Genotoxin,fs_model,Cytoplasm_RadialDistribution_RadialCV_AGP_1of4,0.0,0.0
4,Genotoxin,fs_model,Cells_AreaShape_Area,0.0,0.0
4,Genotoxin,fs_model,Cytoplasm_RadialDistribution_MeanFrac_RNA_1of4,0.0,0.0
4,Genotoxin,fs_model,Cells_RadialDistribution_RadialCV_AGP_1of4,0.0,0.0
4,Genotoxin,fs_model,Cells_RadialDistribution_RadialCV_ER_3of4,0.0,0.0
4,Genotoxin,fs_model,Cells_RadialDistribution_RadialCV_ER_2of4,0.0,0.0
4,Genotoxin,fs_model,Cells_RadialDistribution_RadialCV_ER_1of4,0.0,0.0
4,Genotoxin,fs_model,Cells_RadialDistribution_RadialCV_DNA_4of4,0.0,0.0
4,Genotoxin,fs_model,Cells_RadialDistribution_RadialCV_DNA_3of4,0.0,0.0
4,Genotoxin,fs_model,Cells_RadialDistribution_RadialCV_DNA_2of4,0.0,0.0
4,Genotoxin,fs_model,Cells_RadialDistribution_RadialCV_DNA_1of4,0.0,0.0
4,Genotoxin,fs_model,Cells_RadialDistribution_RadialCV_AGP_3of4,0.0,0.0
4,Genotoxin,fs_model,Cells_RadialDistribution_MeanFrac_ER_3of4,0.0,0.0
4,Genotoxin,fs_model,Cells_Intensity_UpperQuartileIntensity_DNA,0.0,0.0
4,Genotoxin,fs_model,Cells_RadialDistribution_MeanFrac_DNA_4of4,0.0,0.0
4,Genotoxin,fs_model,Cells_RadialDistribution_MeanFrac_DNA_2of4,0.0,0.0
4,Genotoxin,fs_model,Cells_RadialDistribution_MeanFrac_DNA_1of4,0.0,0.0
4,Genotoxin,fs_model,Cells_RadialDistribution_MeanFrac_AGP_3of4,0.0,0.0
4,Genotoxin,fs_model,Cells_RadialDistribution_MeanFrac_AGP_1of4,0.0,0.0
4,Genotoxin,fs_model,Cells_RadialDistribution_FracAtD_Mito_3of4,0.0,0.0
4,Genotoxin,fs_model,Cells_RadialDistribution_FracAtD_ER_3of4,0.0,0.0
4,Genotoxin,fs_model,Cells_RadialDistribution_FracAtD_DNA_3of4,0.0,0.0
4,Genotoxin,fs_model,Cells_RadialDistribution_RadialCV_Mito_1of4,0.0,0.0
4,Genotoxin,fs_model,Cells_RadialDistribution_RadialCV_Mito_2of4,0.0,0.0
4,Genotoxin,fs_model,Cells_RadialDistribution_RadialCV_Mito_3of4,0.0,0.0
4,Genotoxin,fs_model,Cells_RadialDistribution_RadialCV_Mito_4of4,0.0,0.0
4,Genotoxin,fs_model,Cells_Texture_DifferenceVariance_DNA_5_0,0.0,0.0
4,Genotoxin,fs_model,Cells_Texture_DifferenceVariance_AGP_5_0,0.0,0.0
4,Genotoxin,fs_model,Cells_Texture_DifferenceVariance_AGP_10_0,0.0,0.0
4,Genotoxin,fs_model,Cells_Texture_Correlation_RNA_5_0,0.0,0.0
4,Genotoxin,fs_model,Cells_Texture_Correlation_RNA_10_0,0.0,0.0
4,Genotoxin,fs_model,Cells_Texture_Correlation_Mito_20_0,0.0,0.0
4,Genotoxin,fs_model,Cells_Texture_Correlation_ER_5_0,0.0,0.0
4,Genotoxin,fs_model,Cells_Texture_Correlation_DNA_5_0,0.0,0.0
4,Genotoxin,fs_model,Cells_Texture_Correlation_AGP_5_0,0.0,0.0
4,Genotoxin,fs_model,Cells_Texture_Correlation_AGP_10_0,0.0,0.0
4,Genotoxin,fs_model,Cells_Texture_AngularSecondMoment_RNA_20_0,0.0,0.0
4,Genotoxin,fs_model,Cells_Texture_AngularSecondMoment_Mito_5_0,0.0,0.0
4,Genotoxin,fs_model,Cells_Texture_AngularSecondMoment_AGP_5_0,0.0,0.0
4,Genotoxin,fs_model,Cells_RadialDistribution_RadialCV_RNA_4of4,0.0,0.0
4,Genotoxin,fs_model,Cells_RadialDistribution_RadialCV_RNA_3of4,0.0,0.0
4,Genotoxin,fs_model,Cells_RadialDistribution_RadialCV_RNA_2of4,0.0,0.0
4,Genotoxin,fs_model,Cells_RadialDistribution_RadialCV_RNA_1of4,0.0,0.0
4,Genotoxin,fs_model,Cells_RadialDistribution_FracAtD_AGP_3of4,0.0,0.0
4,Genotoxin,fs_model,Cells_Intensity_StdIntensityEdge_DNA,0.0,0.0
4,Genotoxin,fs_model,Cytoplasm_RadialDistribution_MeanFrac_Mito_3of4,0.0,0.0
4,Genotoxin,fs_model,Cells_AreaShape_Zernike_4_0,0.0,0.0
4,Genotoxin,fs_model,Cells_AreaShape_Zernike_7_7,0.0,0.0
4,Genotoxin,fs_model,Cells_AreaShape_Zernike_7_3,0.0,0.0
4,Genotoxin,fs_model,Cells_AreaShape_Zernike_7_1,0.0,0.0
4,Genotoxin,fs_model,Cells_AreaShape_Zernike_6_2,0.0,0.0
4,Genotoxin,fs_model,Cells_AreaShape_Zernike_6_0,0.0,0.0
4,Genotoxin,fs_model,Cells_AreaShape_Zernike_5_5,0.0,0.0
4,Genotoxin,fs_model,Cells_AreaShape_Zernike_5_3,0.0,0.0
4,Genotoxin,fs_model,Cells_AreaShape_Zernike_5_1,0.0,0.0
4,Genotoxin,fs_model,Cells_AreaShape_Zernike_3_1,0.0,0.0
4,Genotoxin,fs_model,Cells_Intensity_MeanIntensityEdge_DNA,0.0,0.0
4,Genotoxin,fs_model,Cells_AreaShape_Zernike_2_2,0.0,0.0
4,Genotoxin,fs_model,Cells_AreaShape_Zernike_2_0,0.0,0.0
4,Genotoxin,fs_model,Cells_AreaShape_Zernike_1_1,0.0,0.0
4,Genotoxin,fs_model,Cells_AreaShape_Solidity,0.0,0.0
4,Genotoxin,fs_model,Cells_AreaShape_Perimeter,0.0,0.0
4,Genotoxin,fs_model,Cells_AreaShape_Orientation,0.0,0.0
4,Genotoxin,fs_model,Cells_AreaShape_FormFactor,0.0,0.0
4,Genotoxin,fs_model,Cells_AreaShape_Compactness,0.0,0.0
4,Genotoxin,fs_model,Cells_AreaShape_Zernike_8_0,0.0,0.0
4,Genotoxin,fs_model,Cells_AreaShape_Zernike_8_2,0.0,0.0
4,Genotoxin,fs_model,Cells_AreaShape_Zernike_8_4,0.0,0.0
4,Genotoxin,fs_model,Cells_AreaShape_Zernike_8_8,0.0,0.0
4,Genotoxin,fs_model,Cells_Intensity_MeanIntensityEdge_AGP,0.0,0.0
4,Genotoxin,fs_model,Cells_Intensity_MeanIntensity_RNA,0.0,0.0
4,Genotoxin,fs_model,Cells_Intensity_MaxIntensityEdge_Mito,0.0,0.0
4,Genotoxin,fs_model,Cells_Intensity_MaxIntensityEdge_ER,0.0,0.0
4,Genotoxin,fs_model,Cells_Intensity_MaxIntensity_ER,0.0,0.0
4,Genotoxin,fs_model,Cells_Intensity_MassDisplacement_Mito,0.0,0.0
4,Genotoxin,fs_model,Cells_Intensity_MassDisplacement_DNA,0.0,0.0
4,Genotoxin,fs_model,Cells_Intensity_MassDisplacement_AGP,0.0,0.0
4,Genotoxin,fs_model,Cells_Intensity_MADIntensity_ER,0.0,0.0
4,Genotoxin,fs_model,Cells_Intensity_MADIntensity_DNA,0.0,0.0
4,Genotoxin,fs_model,Cells_Intensity_IntegratedIntensityEdge_Mito,0.0,0.0
4,Genotoxin,fs_model,Cells_Intensity_IntegratedIntensity_RNA,0.0,0.0
4,Genotoxin,fs_model,Cells_Intensity_IntegratedIntensity_ER,0.0,0.0
4,Genotoxin,fs_model,Cells_Intensity_IntegratedIntensity_DNA,0.0,0.0
4,Genotoxin,fs_model,Cells_AreaShape_Zernike_9_9,0.0,0.0
4,Genotoxin,fs_model,Cells_AreaShape_Zernike_9_3,0.0,0.0
4,Genotoxin,fs_model,Cells_AreaShape_Zernike_9_1,0.0,0.0
4,Genotoxin,fs_model,Cells_Texture_DifferenceVariance_Mito_10_0,0.0,0.0
4,Genotoxin,fs_model,Cells_Texture_DifferenceVariance_Mito_5_0,0.0,0.0
4,Genotoxin,fs_model,Cells_Texture_Gabor_AGP_10,0.0,0.0
4,Genotoxin,fs_model,Cytoplasm_AreaShape_Zernike_8_0,0.0,0.0
4,Genotoxin,fs_model,Cytoplasm_Intensity_IntegratedIntensityEdge_Mito,0.0,0.0
4,Genotoxin,fs_model,Cytoplasm_Intensity_IntegratedIntensity_RNA,0.0,0.0
4,Genotoxin,fs_model,Cytoplasm_AreaShape_Zernike_9_7,0.0,0.0
4,Genotoxin,fs_model,Cytoplasm_AreaShape_Zernike_9_5,0.0,0.0
4,Genotoxin,fs_model,Cytoplasm_AreaShape_Zernike_9_3,0.0,0.0
4,Genotoxin,fs_model,Cytoplasm_AreaShape_Zernike_9_1,0.0,0.0
4,Genotoxin,fs_model,Cytoplasm_AreaShape_Zernike_8_4,0.0,0.0
4,Genotoxin,fs_model,Cytoplasm_AreaShape_Zernike_8_2,0.0,0.0
4,Genotoxin,fs_model,Cytoplasm_AreaShape_Zernike_7_5,0.0,0.0
4,Genotoxin,fs_model,Cells_Texture_Gabor_AGP_5,0.0,0.0
4,Genotoxin,fs_model,Cytoplasm_AreaShape_Zernike_7_3,0.0,0.0
4,Genotoxin,fs_model,Cytoplasm_AreaShape_Zernike_7_1,0.0,0.0
4,Genotoxin,fs_model,Cytoplasm_AreaShape_Zernike_6_2,0.0,0.0
4,Genotoxin,fs_model,Cytoplasm_AreaShape_Zernike_6_0,0.0,0.0
4,Genotoxin,fs_model,Cytoplasm_AreaShape_Zernike_5_3,0.0,0.0
4,Genotoxin,fs_model,Cytoplasm_AreaShape_Zernike_5_1,0.0,0.0
4,Genotoxin,fs_model,Cytoplasm_AreaShape_Zernike_4_2,0.0,0.0
4,Genotoxin,fs_model,Cytoplasm_AreaShape_Zernike_3_3,0.0,0.0
4,Genotoxin,fs_model,Cytoplasm_Intensity_IntegratedIntensityEdge_RNA,0.0,0.0
4,Genotoxin,fs_model,Cytoplasm_Intensity_MADIntensity_DNA,0.0,0.0
4,Genotoxin,fs_model,Cytoplasm_Intensity_MADIntensity_ER,0.0,0.0
4,Genotoxin,fs_model,Cytoplasm_Intensity_MassDisplacement_AGP,0.0,0.0
4,Genotoxin,fs_model,Cytoplasm_RadialDistribution_MeanFrac_Mito_2of4,0.0,0.0
4,Genotoxin,fs_model,Cytoplasm_RadialDistribution_MeanFrac_ER_3of4,0.0,0.0
4,Genotoxin,fs_model,Cytoplasm_RadialDistribution_MeanFrac_ER_2of4,0.0,0.0
4,Genotoxin,fs_model,Cells_AreaShape_Center_Y,0.0,0.0
4,Genotoxin,fs_model,Cytoplasm_RadialDistribution_MeanFrac_AGP_1of4,0.0,0.0
4,Genotoxin,fs_model,Cytoplasm_RadialDistribution_FracAtD_DNA_3of4,0.0,0.0
4,Genotoxin,fs_model,Cytoplasm_RadialDistribution_FracAtD_AGP_3of4,0.0,0.0
4,Genotoxin,fs_model,Cytoplasm_Intensity_StdIntensityEdge_DNA,0.0,0.0
4,Genotoxin,fs_model,Cytoplasm_Intensity_StdIntensity_DNA,0.0,0.0
4,Genotoxin,fs_model,Cytoplasm_Intensity_MinIntensity_AGP,0.0,0.0
4,Genotoxin,fs_model,Cytoplasm_Intensity_MeanIntensityEdge_RNA,0.0,0.0
4,Genotoxin,fs_model,Cytoplasm_Intensity_MeanIntensityEdge_AGP,0.0,0.0
4,Genotoxin,fs_model,Cytoplasm_Intensity_MaxIntensity_Mito,0.0,0.0
4,Genotoxin,fs_model,Cytoplasm_Intensity_MaxIntensity_AGP,0.0,0.0
4,Genotoxin,fs_model,Cytoplasm_Intensity_MassDisplacement_Mito,0.0,0.0
4,Genotoxin,fs_model,Cytoplasm_Intensity_MassDisplacement_ER,0.0,0.0
4,Genotoxin,fs_model,Cytoplasm_Intensity_MassDisplacement_DNA,0.0,0.0
4,Genotoxin,fs_model,Cytoplasm_AreaShape_Zernike_3_1,0.0,0.0
4,Genotoxin,fs_model,Cytoplasm_AreaShape_Zernike_2_0,0.0,0.0
4,Genotoxin,fs_model,Cytoplasm_AreaShape_Zernike_1_1,0.0,0.0
4,Genotoxin,fs_model,Cells_Texture_InfoMeas2_DNA_20_0,0.0,0.0
4,Genotoxin,fs_model,Cells_Texture_InfoMeas2_AGP_20_0,0.0,0.0
4,Genotoxin,fs_model,Cells_Texture_InfoMeas1_RNA_5_0,0.0,0.0
4,Genotoxin,fs_model,Cells_Texture_InfoMeas1_Mito_10_0,0.0,0.0
4,Genotoxin,fs_model,Cells_Texture_InfoMeas1_ER_5_0,0.0,0.0
4,Genotoxin,fs_model,Cells_Texture_InfoMeas1_DNA_5_0,0.0,0.0
4,Genotoxin,fs_model,Cells_Texture_InfoMeas1_AGP_5_0,0.0,0.0
4,Genotoxin,fs_model,Cells_Texture_Gabor_RNA_5,0.0,0.0
4,Genotoxin,fs_model,Cells_Texture_Gabor_RNA_20,0.0,0.0
4,Genotoxin,fs_model,Cells_Texture_Gabor_RNA_10,0.0,0.0
4,Genotoxin,fs_model,Cells_Texture_Gabor_Mito_5,0.0,0.0
4,Genotoxin,fs_model,Cells_Texture_Gabor_Mito_20,0.0,0.0
4,Genotoxin,fs_model,Cells_Texture_Gabor_Mito_10,0.0,0.0
4,Genotoxin,fs_model,Cells_Texture_Gabor_ER_5,0.0,0.0
4,Genotoxin,fs_model,Cells_Texture_Gabor_ER_10,0.0,0.0
4,Genotoxin,fs_model,Cells_Texture_Gabor_DNA_5,0.0,0.0
4,Genotoxin,fs_model,Cells_Texture_Gabor_DNA_20,0.0,0.0
4,Genotoxin,fs_model,Cells_Texture_Gabor_DNA_10,0.0,0.0
4,Genotoxin,fs_model,Cells_Texture_InfoMeas2_AGP_5_0,0.0,0.0
4,Genotoxin,fs_model,Cells_Texture_InfoMeas2_DNA_5_0,0.0,0.0
4,Genotoxin,fs_model,Cytoplasm_AreaShape_Zernike_0_0,0.0,0.0
4,Genotoxin,fs_model,Cells_Texture_InfoMeas2_ER_20_0,0.0,0.0
4,Genotoxin,fs_model,Cytoplasm_AreaShape_Solidity,0.0,0.0
4,Genotoxin,fs_model,Cytoplasm_AreaShape_MinorAxisLength,0.0,0.0
4,Genotoxin,fs_model,Cytoplasm_AreaShape_FormFactor,0.0,0.0
4,Genotoxin,fs_model,Cytoplasm_AreaShape_Extent,0.0,0.0
4,Genotoxin,fs_model,Cytoplasm_AreaShape_Compactness,0.0,0.0
4,Genotoxin,fs_model,Cytoplasm_AreaShape_Center_X,0.0,0.0
4,Genotoxin,fs_model,Cells_Texture_Variance_DNA_20_0,0.0,0.0
4,Genotoxin,fs_model,Cells_Texture_SumVariance_Mito_20_0,0.0,0.0
4,Genotoxin,fs_model,Cells_Texture_SumVariance_ER_20_0,0.0,0.0
4,Genotoxin,fs_model,Cells_Texture_SumVariance_AGP_20_0,0.0,0.0
4,Genotoxin,fs_model,Cells_Texture_SumEntropy_DNA_5_0,0.0,0.0
4,Genotoxin,fs_model,Cells_Texture_SumAverage_Mito_5_0,0.0,0.0
4,Genotoxin,fs_model,Cells_Texture_SumAverage_DNA_20_0,0.0,0.0
4,Genotoxin,fs_model,Cells_Texture_InfoMeas2_RNA_5_0,0.0,0.0
4,Genotoxin,fs_model,Cells_Texture_InfoMeas2_Mito_20_0,0.0,0.0
4,Genotoxin,fs_model,Cells_Texture_InfoMeas2_Mito_10_0,0.0,0.0
4,Genotoxin,fs_model,Cells_Texture_InfoMeas2_ER_5_0,0.0,0.0
4,Genotoxin,fs_model,Cytoplasm_RadialDistribution_MeanFrac_DNA_2of4,0.0,0.0
5,Miscellaneous,fs_model,Cells_RadialDistribution_MeanFrac_ER_3of4,-1.455575603048633,1.455575603048633
5,Miscellaneous,fs_model,Cells_Texture_AngularSecondMoment_AGP_5_0,1.191260728244342,1.191260728244342
5,Miscellaneous,fs_model,Cytoplasm_Texture_SumAverage_AGP_5_0,1.1844841843568472,1.1844841843568472
5,Miscellaneous,fs_model,Nuclei_Texture_SumAverage_DNA_10_0,0.9542946899347127,0.9542946899347127
5,Miscellaneous,fs_model,Cytoplasm_RadialDistribution_RadialCV_AGP_1of4,0.853646494704519,0.853646494704519
5,Miscellaneous,fs_model,Cytoplasm_RadialDistribution_RadialCV_ER_4of4,-0.8318637413047576,0.8318637413047576
5,Miscellaneous,fs_model,Nuclei_RadialDistribution_MeanFrac_AGP_1of4,0.8199771943871719,0.8199771943871719
5,Miscellaneous,fs_model,Cells_AreaShape_Solidity,0.8104113416681384,0.8104113416681384
5,Miscellaneous,fs_model,Nuclei_Intensity_MADIntensity_DNA,-0.7192285855906175,0.7192285855906175
5,Miscellaneous,fs_model,Cells_Texture_AngularSecondMoment_RNA_20_0,0.6193140304128436,0.6193140304128436
5,Miscellaneous,fs_model,Nuclei_Texture_DifferenceVariance_AGP_5_0,0.6077631668370763,0.6077631668370763
5,Miscellaneous,fs_model,Nuclei_RadialDistribution_RadialCV_DNA_2of4,0.5170691341491424,0.5170691341491424
5,Miscellaneous,fs_model,Cells_Texture_Correlation_DNA_5_0,-0.5009823339079801,0.5009823339079801
5,Miscellaneous,fs_model,Cytoplasm_Texture_SumAverage_Mito_5_0,0.4795605830152859,0.4795605830152859
5,Miscellaneous,fs_model,Cells_Intensity_MaxIntensityEdge_Mito,0.4669140637260201,0.4669140637260201
5,Miscellaneous,fs_model,Cytoplasm_AreaShape_Solidity,0.45699334613040105,0.45699334613040105
5,Miscellaneous,fs_model,Cells_AreaShape_FormFactor,0.45511993656674615,0.45511993656674615
5,Miscellaneous,fs_model,Cytoplasm_RadialDistribution_RadialCV_AGP_4of4,0.4337798917132977,0.4337798917132977
5,Miscellaneous,fs_model,Nuclei_Texture_AngularSecondMoment_DNA_10_0,0.402385895972606,0.402385895972606
5,Miscellaneous,fs_model,Cytoplasm_Texture_SumAverage_ER_5_0,0.3873164529766593,0.3873164529766593
5,Miscellaneous,fs_model,Cells_Intensity_MeanIntensityEdge_DNA,-0.3805561914580142,0.3805561914580142
5,Miscellaneous,fs_model,Nuclei_Intensity_IntegratedIntensity_ER,-0.3620405271157438,0.3620405271157438
5,Miscellaneous,fs_model,Cells_Intensity_MADIntensity_DNA,0.32351571065490836,0.32351571065490836
5,Miscellaneous,fs_model,Nuclei_Texture_Gabor_AGP_5,-0.31788440937718987,0.31788440937718987
5,Miscellaneous,fs_model,Cells_Texture_Correlation_AGP_10_0,-0.3063117739373339,0.3063117739373339
5,Miscellaneous,fs_model,Cells_Texture_InfoMeas2_RNA_5_0,-0.2841688350101858,0.2841688350101858
5,Miscellaneous,fs_model,Nuclei_RadialDistribution_RadialCV_Mito_1of4,0.2674944423915581,0.2674944423915581
5,Miscellaneous,fs_model,Nuclei_RadialDistribution_RadialCV_ER_3of4,0.2636245603978591,0.2636245603978591
5,Miscellaneous,fs_model,Cytoplasm_Texture_SumAverage_DNA_5_0,0.23761815555734087,0.23761815555734087
5,Miscellaneous,fs_model,Nuclei_Texture_Gabor_AGP_10,-0.219632123467288,0.219632123467288
5,Miscellaneous,fs_model,Cells_Texture_InfoMeas2_AGP_5_0,-0.21566279949632938,0.21566279949632938
5,Miscellaneous,fs_model,Nuclei_Intensity_StdIntensityEdge_DNA,0.20147639917729207,0.20147639917729207
5,Miscellaneous,fs_model,Cytoplasm_Intensity_MaxIntensity_AGP,0.18966771036622251,0.18966771036622251
5,Miscellaneous,fs_model,Nuclei_RadialDistribution_MeanFrac_RNA_2of4,0.1809692715097923,0.1809692715097923
5,Miscellaneous,fs_model,Nuclei_Texture_DifferenceEntropy_RNA_5_0,-0.17787089055593644,0.17787089055593644
5,Miscellaneous,fs_model,Cells_Texture_DifferenceVariance_AGP_10_0,0.17224177621519107,0.17224177621519107
5,Miscellaneous,fs_model,Cells_Texture_InfoMeas2_AGP_20_0,-0.16182236960442664,0.16182236960442664
5,Miscellaneous,fs_model,Nuclei_Intensity_IntegratedIntensityEdge_RNA,-0.1474074053217954,0.1474074053217954
5,Miscellaneous,fs_model,Cells_AreaShape_Perimeter,0.14564376493739256,0.14564376493739256
5,Miscellaneous,fs_model,Nuclei_Intensity_MeanIntensityEdge_RNA,-0.1366517284349452,0.1366517284349452
5,Miscellaneous,fs_model,Cells_Intensity_MinIntensityEdge_Mito,-0.1222382588343486,0.1222382588343486
5,Miscellaneous,fs_model,Nuclei_Intensity_IntegratedIntensity_DNA,-0.11874379398802141,0.11874379398802141
5,Miscellaneous,fs_model,Nuclei_Intensity_MinIntensity_AGP,-0.11604075867427205,0.11604075867427205
5,Miscellaneous,fs_model,Cytoplasm_RadialDistribution_RadialCV_RNA_2of4,-0.10999392927529376,0.10999392927529376
5,Miscellaneous,fs_model,Cells_Intensity_MeanIntensityEdge_AGP,-0.10248825205528768,0.10248825205528768
5,Miscellaneous,fs_model,Cytoplasm_RadialDistribution_RadialCV_ER_1of4,-0.08172827006792285,0.08172827006792285
5,Miscellaneous,fs_model,Nuclei_Intensity_MADIntensity_Mito,0.07359707820103455,0.07359707820103455
5,Miscellaneous,fs_model,Cells_RadialDistribution_RadialCV_AGP_3of4,0.058893920870504365,0.058893920870504365
5,Miscellaneous,fs_model,Cells_AreaShape_Zernike_6_0,0.057267143413544455,0.057267143413544455
5,Miscellaneous,fs_model,Nuclei_Texture_AngularSecondMoment_Mito_10_0,0.05276646155469448,0.05276646155469448
5,Miscellaneous,fs_model,Cells_Texture_SumVariance_ER_20_0,0.046340974369757086,0.046340974369757086
5,Miscellaneous,fs_model,Nuclei_Texture_InverseDifferenceMoment_RNA_5_0,0.039298190095175115,0.039298190095175115
5,Miscellaneous,fs_model,Nuclei_Intensity_IntegratedIntensityEdge_Mito,0.03732566589242587,0.03732566589242587
5,Miscellaneous,fs_model,Cells_RadialDistribution_MeanFrac_Mito_3of4,-0.03437417981303862,0.03437417981303862
5,Miscellaneous,fs_model,Cytoplasm_Intensity_StdIntensityEdge_DNA,0.03108145060573444,0.03108145060573444
5,Miscellaneous,fs_model,Nuclei_Texture_SumAverage_RNA_5_0,-0.011612659016339793,0.011612659016339793
5,Miscellaneous,fs_model,Nuclei_RadialDistribution_RadialCV_RNA_2of4,0.002771115050922749,0.002771115050922749
5,Miscellaneous,fs_model,Nuclei_AreaShape_Zernike_8_2,0.0,0.0
5,Miscellaneous,fs_model,Cytoplasm_Texture_Correlation_Mito_5_0,0.0,0.0
5,Miscellaneous,fs_model,Nuclei_AreaShape_Zernike_8_0,0.0,0.0
5,Miscellaneous,fs_model,Nuclei_AreaShape_Zernike_7_5,0.0,0.0
5,Miscellaneous,fs_model,Nuclei_AreaShape_Zernike_7_3,0.0,0.0
5,Miscellaneous,fs_model,Cytoplasm_Texture_DifferenceEntropy_ER_20_0,0.0,0.0
5,Miscellaneous,fs_model,Cytoplasm_Texture_DifferenceEntropy_Mito_20_0,0.0,0.0
5,Miscellaneous,fs_model,Cytoplasm_Texture_DifferenceEntropy_Mito_5_0,0.0,0.0
5,Miscellaneous,fs_model,Nuclei_AreaShape_Zernike_7_1,0.0,0.0
5,Miscellaneous,fs_model,Nuclei_AreaShape_Zernike_6_6,0.0,0.0
5,Miscellaneous,fs_model,Nuclei_AreaShape_Zernike_8_4,0.0,0.0
5,Miscellaneous,fs_model,Cytoplasm_Texture_Correlation_DNA_20_0,0.0,0.0
5,Miscellaneous,fs_model,Nuclei_AreaShape_Zernike_8_6,0.0,0.0
5,Miscellaneous,fs_model,Nuclei_AreaShape_Zernike_8_8,0.0,0.0
5,Miscellaneous,fs_model,Cytoplasm_Texture_Correlation_ER_5_0,0.0,0.0
5,Miscellaneous,fs_model,Nuclei_AreaShape_Zernike_9_1,0.0,0.0
5,Miscellaneous,fs_model,Nuclei_AreaShape_Zernike_6_4,0.0,0.0
5,Miscellaneous,fs_model,Cytoplasm_Texture_Correlation_DNA_10_0,0.0,0.0
5,Miscellaneous,fs_model,Nuclei_AreaShape_Zernike_9_3,0.0,0.0
5,Miscellaneous,fs_model,Nuclei_AreaShape_Zernike_9_5,0.0,0.0
5,Miscellaneous,fs_model,Nuclei_AreaShape_Zernike_9_7,0.0,0.0
5,Miscellaneous,fs_model,Cytoplasm_Texture_Correlation_AGP_5_0,0.0,0.0
5,Miscellaneous,fs_model,Cytoplasm_Texture_Correlation_AGP_20_0,0.0,0.0
5,Miscellaneous,fs_model,Cytoplasm_Texture_Correlation_AGP_10_0,0.0,0.0
5,Miscellaneous,fs_model,Cytoplasm_Texture_DifferenceVariance_DNA_5_0,0.0,0.0
5,Miscellaneous,fs_model,Cytoplasm_Texture_DifferenceVariance_Mito_20_0,0.0,0.0
5,Miscellaneous,fs_model,Cytoplasm_Texture_DifferenceVariance_ER_20_0,0.0,0.0
5,Miscellaneous,fs_model,Nuclei_AreaShape_Zernike_6_0,0.0,0.0
5,Miscellaneous,fs_model,Cytoplasm_Texture_InfoMeas1_Mito_20_0,0.0,0.0
5,Miscellaneous,fs_model,Cytoplasm_Texture_InfoMeas2_AGP_5_0,0.0,0.0
5,Miscellaneous,fs_model,Cytoplasm_Texture_InfoMeas2_DNA_10_0,0.0,0.0
5,Miscellaneous,fs_model,Cytoplasm_Texture_InfoMeas2_ER_5_0,0.0,0.0
5,Miscellaneous,fs_model,Cytoplasm_Texture_InfoMeas2_Mito_5_0,0.0,0.0
5,Miscellaneous,fs_model,Cytoplasm_Texture_InverseDifferenceMoment_RNA_20_0,0.0,0.0
5,Miscellaneous,fs_model,Cytoplasm_Texture_InfoMeas1_DNA_5_0,0.0,0.0
5,Miscellaneous,fs_model,Cytoplasm_Texture_InfoMeas1_DNA_20_0,0.0,0.0
